,TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID
1106,TR47,260,2022-03-18,P2,3200,4,12800,6
1107,TR50795,98,2022-03-18,P4,12000,5,60000,4
1108,TR56178,82,2022-03-18,P8,16000,3,48000,14
1109,TR73398,123,2022-03-18,P3,7500,2,15000,8
1110,TR96311,240,2022-03-18,P6,18000,2,36000,7
1111,TR97527,2,2022-03-18,P1,8800,9,79200,8
1112,TR98384,446,2022-03-18,P9,10000,4,40000,14
1113,TR13801,384,2022-03-19,P5,4200,4,16800,12
1114,TR14457,271,2022-03-19,P3,7500,6,45000,8
1115,TR16036,246,2022-03-19,P3,7500,3,22500,3
1116,TR19005,107,2022-03-19,P4,12000,5,60000,2
1117,TR22148,377,2022-03-19,P8,16000,3,48000,1
1118,TR24067,353,2022-03-19,P1,8800,2,17600,6
1119,TR33231,69,2022-03-19,P8,16000,1,16000,9
1120,TR41406,443,2022-03-19,P2,3200,3,9600,3
1121,TR4998,188,2022-03-19,P5,4200,4,16800,3
1122,TR58165,395,2022-03-19,P2,3200,4,12800,6
1123,TR65361,153,2022-03-19,P5,4200,2,8400,11
1124,TR67254,356,2022-03-19,P1,8800,2,17600,11
1125,TR71851,84,2022-03-19,P5,4200,2,8400,8
1126,TR82285,281,2022-03-19,P9,10000,1,10000,10
1127,TR14184,8,2022-03-20,P4,12000,3,36000,6
1128,TR507,263,2022-03-20,P10,15000,4,60000,10
1129,TR57321,200,2022-03-20,P2,3200,4,12800,12
1130,TR58795,313,2022-03-20,P10,15000,2,30000,2
1131,TR61283,325,2022-03-20,P4,12000,4,48000,5
1132,TR82034,372,2022-03-20,P8,16000,2,32000,12
1133,TR87018,289,2022-03-20,P10,15000,5,75000,9
1134,TR95055,420,2022-03-20,P10,15000,5,75000,13
1135,TR9604,272,2022-03-20,P3,7500,1,7500,14
1136,TR97309,127,2022-03-20,P7,9400,3,28200,14
1137,TR40243,353,2022-03-21,P5,4200,2,8400,8
1138,TR48083,147,2022-03-21,P7,9400,5,47000,6
1139,TR51703,225,2022-03-21,P1,8800,7,61600,14
1140,TR65832,173,2022-03-21,P9,10000,3,30000,3
1141,TR84991,417,2022-03-21,P2,3200,5,16000,8
1142,TR85448,48,2022-03-21,P5,4200,5,21000,13
1143,TR13613,230,2022-03-22,P9,10000,1,10000,14
1144,TR20700,262,2022-03-22,P4,12000,1,12000,6
1145,TR44081,398,2022-03-22,P5,4200,4,16800,14
1146,TR52160,389,2022-03-22,P9,10000,4,40000,2
1147,TR58135,143,2022-03-22,P5,4200,4,16800,14
1148,TR68146,272,2022-03-22,P7,9400,4,37600,9
1149,TR81892,119,2022-03-22,P9,10000,5,50000,10
1150,TR82531,165,2022-03-22,P2,3200,5,16000,8
1151,TR83466,7,2022-03-22,P9,10000,2,20000,7
1152,TR95317,343,2022-03-22,P6,18000,2,36000,14
1153,TR11114,392,2022-03-23,P8,16000,1,16000,14
1154,TR13113,243,2022-03-23,P10,15000,4,60000,3
1155,TR18091,132,2022-03-23,P5,4200,2,8400,5
1156,TR1857,246,2022-03-23,P5,4200,5,21000,7
1157,TR46760,171,2022-03-23,P2,3200,3,9600,10
1158,TR47934,168,2022-03-23,P8,16000,1,16000,2
1159,TR50810,126,2022-03-23,P2,3200,7,22400,3
1160,TR53834,58,2022-03-23,P7,9400,2,18800,13
1161,TR55550,412,2022-03-23,P2,3200,3,9600,9
1162,TR59783,178,2022-03-23,P2,3200,4,12800,8
1163,TR65838,227,2022-03-23,P8,16000,1,16000,2
1164,TR67402,230,2022-03-23,P7,9400,6,56400,10
1165,TR68603,166,2022-03-23,P1,8800,9,79200,1
1166,TR81324,352,2022-03-23,P1,8800,7,61600,1
1167,TR98880,304,2022-03-23,P6,18000,4,72000,7
1168,TR17459,442,2022-03-24,P7,9400,2,18800,13
1169,TR20920,147,2022-03-24,P7,9400,3,28200,7
1170,TR26760,163,2022-03-24,P8,16000,3,48000,6
1171,TR28862,378,2022-03-24,P3,7500,3,22500,1
1172,TR34593,252,2022-03-24,P1,8800,7,61600,2
1173,TR4617,422,2022-03-24,P1,8800,10,88000,3
1174,TR49836,231,2022-03-24,P4,12000,5,60000,5
1175,TR52794,437,2022-03-24,P10,15000,5,75000,3
1176,TR59219,392,2022-03-24,P7,9400,4,37600,12
1177,TR60775,212,2022-03-24,P7,9400,5,47000,5
1178,TR68721,73,2022-03-24,P8,16000,2,32000,10
1179,TR72192,255,2022-03-24,P8,16000,1,16000,14
1180,TR85967,303,2022-03-24,P5,4200,2,8400,4
1181,TR86490,39,2022-03-24,P10,15000,2,30000,13
1182,TR90663,285,2022-03-24,P7,9400,4,37600,13
1183,TR97036,130,2022-03-24,P5,4200,5,21000,1
1184,TR15664,77,2022-03-25,P9,10000,1,10000,7
1185,TR16537,219,2022-03-25,P1,8800,6,52800,4
1186,TR23529,45,2022-03-25,P4,12000,2,24000,14
1187,TR28229,284,2022-03-25,P4,12000,4,48000,2
1188,TR45000,10,2022-03-25,P2,3200,5,16000,10
1189,TR60204,161,2022-03-25,P9,10000,3,30000,9
1190,TR61518,446,2022-03-25,P8,16000,2,32000,10
1191,TR74197,373,2022-03-25,P9,10000,4,40000,6
1192,TR76150,260,2022-03-25,P10,15000,5,75000,1
1193,TR76447,4,2022-03-25,P2,3200,4,12800,13
1194,TR78501,122,2022-03-25,P8,16000,2,32000,11
1195,TR78592,276,2022-03-25,P3,7500,3,22500,10
1196,TR89012,328,2022-03-25,P5,4200,5,21000,6
1197,TR92743,90,2022-03-25,P9,10000,6,60000,14
1198,TR97132,321,2022-03-25,P6,18000,2,36000,14
1199,TR12762,303,2022-03-26,P2,3200,7,22400,8
1200,TR32490,183,2022-03-26,P10,15000,4,60000,12
1201,TR33084,241,2022-03-26,P5,4200,4,16800,5
1202,TR42508,46,2022-03-26,P4,12000,2,24000,1
1203,TR44584,238,2022-03-26,P8,16000,3,48000,4
1204,TR49872,339,2022-03-26,P10,15000,2,30000,6
1205,TR5340,245,2022-03-26,P1,8800,6,52800,9
1206,TR58858,327,2022-03-26,P5,4200,2,8400,6
1207,TR60337,375,2022-03-26,P4,12000,4,48000,14
1208,TR71073,142,2022-03-26,P5,4200,3,12600,13
1209,TR79255,284,2022-03-26,P9,10000,7,70000,10
1210,TR89362,298,2022-03-26,P8,16000,3,48000,7
1211,TR90008,114,2022-03-26,P5,4200,2,8400,14
1212,TR95793,416,2022-03-26,P5,4200,4,16800,8
1213,TR96401,198,2022-03-26,P1,8800,6,52800,10
1214,TR96784,205,2022-03-26,P2,3200,3,9600,7
1215,TR99840,40,2022-03-26,P6,18000,2,36000,9
1216,TR1141,249,2022-03-27,P5,4200,2,8400,3
1217,TR26815,158,2022-03-27,P5,4200,3,12600,12
1218,TR3480,75,2022-03-27,P10,15000,4,60000,1
1219,TR40982,423,2022-03-27,P5,4200,3,12600,9
1220,TR49381,58,2022-03-27,P8,16000,1,16000,14
1221,TR54641,67,2022-03-27,P1,8800,7,61600,2
1222,TR75463,392,2022-03-27,P4,12000,2,24000,12
1223,TR79918,115,2022-03-27,P9,10000,6,60000,10
1224,TR87616,358,2022-03-27,P5,4200,3,12600,5
1225,TR90228,8,2022-03-27,P10,15000,3,45000,7
1226,TR93489,247,2022-03-27,P10,15000,4,60000,9
1227,TR99604,416,2022-03-27,P10,15000,5,75000,3
1228,TR12061,189,2022-03-28,P3,7500,5,37500,12
1229,TR17404,372,2022-03-28,P3,7500,6,45000,8
1230,TR32857,138,2022-03-28,P9,10000,1,10000,11
1231,TR32972,12,2022-03-28,P5,4200,2,8400,7
1232,TR40660,87,2022-03-28,P10,15000,1,15000,8
1233,TR45827,132,2022-03-28,P7,9400,4,37600,12
1234,TR61044,339,2022-03-28,P5,4200,5,21000,11
1235,TR68685,375,2022-03-28,P5,4200,3,12600,13
1236,TR70497,15,2022-03-28,P9,10000,2,20000,3
1237,TR72832,280,2022-03-28,P7,9400,3,28200,10
1238,TR83095,211,2022-03-28,P5,4200,4,16800,13
1239,TR84109,319,2022-03-28,P10,15000,5,75000,9
1240,TR95228,68,2022-03-28,P9,10000,4,40000,2
1241,TR15499,134,2022-03-29,P9,10000,7,70000,10
1242,TR16539,404,2022-03-29,P10,15000,5,75000,14
1243,TR24498,336,2022-03-29,P3,7500,5,37500,5
1244,TR2880,76,2022-03-29,P10,15000,2,30000,11
1245,TR39127,2,2022-03-29,P2,3200,6,19200,6
1246,TR59179,301,2022-03-29,P7,9400,3,28200,13
1247,TR63244,124,2022-03-29,P1,8800,8,70400,6
1248,TR65982,4,2022-03-29,P5,4200,4,16800,9
1249,TR69829,301,2022-03-29,P10,15000,3,45000,5
1250,TR89056,239,2022-03-29,P1,8800,8,70400,9
1251,TR91643,414,2022-03-29,P1,8800,9,79200,9
1252,TR92013,195,2022-03-29,P3,7500,3,22500,3
1253,TR99856,114,2022-03-29,P5,4200,5,21000,12
1254,TR14935,101,2022-03-30,P8,16000,1,16000,9
1255,TR1642,46,2022-03-30,P8,16000,1,16000,3
1256,TR19951,415,2022-03-30,P10,15000,1,15000,14
1257,TR26863,8,2022-03-30,P10,15000,5,75000,9
1258,TR31273,379,2022-03-30,P5,4200,3,12600,1
1259,TR374,57,2022-03-30,P9,10000,7,70000,12
1260,TR38427,250,2022-03-30,P9,10000,6,60000,2
1261,TR57920,72,2022-03-30,P7,9400,4,37600,13
1262,TR61854,444,2022-03-30,P1,8800,4,35200,13
1263,TR61973,118,2022-03-30,P10,15000,2,30000,5
1264,TR63415,57,2022-03-30,P5,4200,3,12600,7
1265,TR75249,89,2022-03-30,P1,8800,7,61600,12
1266,TR75984,201,2022-03-30,P2,3200,3,9600,14
1267,TR77629,330,2022-03-30,P2,3200,4,12800,12
1268,TR78109,410,2022-03-30,P9,10000,3,30000,13
1269,TR83522,154,2022-03-30,P8,16000,1,16000,8
1270,TR90952,37,2022-03-30,P1,8800,10,88000,3
1271,TR91130,290,2022-03-30,P8,16000,2,32000,6
1272,TR92504,146,2022-03-30,P10,15000,2,30000,3
1273,TR93420,413,2022-03-30,P1,8800,5,44000,5
1274,TR98789,172,2022-03-30,P7,9400,2,18800,11
1275,TR10287,115,2022-03-31,P7,9400,5,47000,11
1276,TR11827,210,2022-03-31,P9,10000,6,60000,6
1277,TR1280,337,2022-03-31,P10,15000,4,60000,10
1278,TR17305,372,2022-03-31,P10,15000,1,15000,3
1279,TR21623,371,2022-03-31,P8,16000,3,48000,6
1280,TR33436,346,2022-03-31,P2,3200,3,9600,14
1281,TR33953,122,2022-03-31,P3,7500,3,22500,7
1282,TR41645,114,2022-03-31,P6,18000,4,72000,9
1283,TR47547,352,2022-03-31,P4,12000,5,60000,11
1284,TR57869,274,2022-03-31,P10,15000,1,15000,11
1285,TR62348,62,2022-03-31,P2,3200,5,16000,6
1286,TR80719,243,2022-03-31,P7,9400,3,28200,13
1287,TR8302,115,2022-03-31,P10,15000,4,60000,13
1288,TR86527,311,2022-03-31,P5,4200,5,21000,13
1289,TR95369,326,2022-03-31,P7,9400,4,37600,3
1290,TR12024,141,2022-01-04,P5,4200,3,12600,7
1291,TR14822,18,2022-01-04,P6,18000,1,18000,3
1292,TR21840,374,2022-01-04,P9,10000,6,60000,7
1293,TR22437,58,2022-01-04,P3,7500,6,45000,5
1294,TR25887,341,2022-01-04,P10,15000,4,60000,7
1295,TR27834,33,2022-01-04,P5,4200,3,12600,7
1296,TR36163,90,2022-01-04,P9,10000,1,10000,7
1297,TR4534,207,2022-01-04,P9,10000,7,70000,1
1298,TR48845,305,2022-01-04,P8,16000,3,48000,12
1299,TR49237,447,2022-01-04,P9,10000,5,50000,14
1300,TR52485,17,2022-01-04,P3,7500,6,45000,10
1301,TR55166,57,2022-01-04,P8,16000,2,32000,10
1302,TR56815,112,2022-01-04,P3,7500,6,45000,5
1303,TR59552,428,2022-01-04,P4,12000,3,36000,13
1304,TR61040,360,2022-01-04,P8,16000,2,32000,14
1305,TR75263,150,2022-01-04,P2,3200,5,16000,12
1306,TR76612,327,2022-01-04,P2,3200,3,9600,13
1307,TR95087,135,2022-01-04,P10,15000,2,30000,5
1308,TR20662,131,2022-02-04,P1,8800,9,79200,6
1309,TR29006,321,2022-02-04,P10,15000,5,75000,1
1310,TR33014,234,2022-02-04,P8,16000,2,32000,6
1311,TR34147,27,2022-02-04,P6,18000,4,72000,9
1312,TR37469,47,2022-02-04,P3,7500,5,37500,3
1313,TR4408,340,2022-02-04,P7,9400,4,37600,14
1314,TR55207,319,2022-02-04,P9,10000,3,30000,10
1315,TR66707,167,2022-02-04,P10,15000,1,15000,11
1316,TR67928,303,2022-02-04,P5,4200,3,12600,6
1317,TR69903,289,2022-02-04,P1,8800,8,70400,6
1318,TR7808,132,2022-02-04,P7,9400,2,18800,1
1319,TR87593,111,2022-02-04,P8,16000,1,16000,1
1320,TR87883,84,2022-02-04,P9,10000,2,20000,1
1321,TR97129,246,2022-02-04,P1,8800,4,35200,14
1322,TR10979,381,2022-03-04,P4,12000,3,36000,10
1323,TR23231,333,2022-03-04,P5,4200,3,12600,7
1324,TR39268,438,2022-03-04,P10,15000,5,75000,13
1325,TR56079,155,2022-03-04,P8,16000,1,16000,14
1326,TR57024,253,2022-03-04,P1,8800,6,52800,3
1327,TR9597,143,2022-03-04,P5,4200,5,21000,14
1328,TR12468,350,2022-04-04,P7,9400,3,28200,6
1329,TR2135,384,2022-04-04,P10,15000,5,75000,14
1330,TR26095,11,2022-04-04,P1,8800,3,26400,3
1331,TR27245,339,2022-04-04,P5,4200,2,8400,13
1332,TR28907,164,2022-04-04,P1,8800,7,61600,9
1333,TR4104,37,2022-04-04,P3,7500,4,30000,2
1334,TR54270,392,2022-04-04,P10,15000,5,75000,4
1335,TR56681,96,2022-04-04,P1,8800,9,79200,2
1336,TR60285,223,2022-04-04,P5,4200,5,21000,2
1337,TR67393,90,2022-04-04,P7,9400,6,56400,11
1338,TR70022,78,2022-04-04,P10,15000,1,15000,8
1339,TR71964,245,2022-04-04,P1,8800,7,61600,9
1340,TR72590,277,2022-04-04,P8,16000,1,16000,11
1341,TR8418,332,2022-04-04,P2,3200,4,12800,7
1342,TR94559,369,2022-04-04,P3,7500,5,37500,4
1343,TR98000,258,2022-04-04,P1,8800,9,79200,6
1344,TR11680,388,2022-05-04,P7,9400,4,37600,14
1345,TR13038,346,2022-05-04,P1,8800,9,79200,2
1346,TR21280,204,2022-05-04,P5,4200,4,16800,2
1347,TR22346,236,2022-05-04,P7,9400,6,56400,13
1348,TR33357,377,2022-05-04,P7,9400,5,47000,5
1349,TR33826,46,2022-05-04,P6,18000,4,72000,12
1350,TR34567,184,2022-05-04,P6,18000,4,72000,4
1351,TR36964,267,2022-05-04,P2,3200,3,9600,14
1352,TR45309,14,2022-05-04,P1,8800,6,52800,2
1353,TR75562,120,2022-05-04,P4,12000,4,48000,9
1354,TR78827,442,2022-05-04,P8,16000,1,16000,10
1355,TR84736,47,2022-05-04,P3,7500,3,22500,13
1356,TR86692,410,2022-05-04,P9,10000,2,20000,7
1357,TR86693,342,2022-05-04,P3,7500,6,45000,2
1358,TR94912,24,2022-05-04,P7,9400,2,18800,6
1359,TR11801,186,2022-06-04,P1,8800,2,17600,4
1360,TR17109,182,2022-06-04,P6,18000,3,54000,8
1361,TR22204,250,2022-06-04,P5,4200,5,21000,10
1362,TR24638,311,2022-06-04,P4,12000,3,36000,5
1363,TR2914,199,2022-06-04,P3,7500,6,45000,2
1364,TR29149,118,2022-06-04,P6,18000,1,18000,5
1365,TR34347,189,2022-06-04,P6,18000,4,72000,6
1366,TR4131,432,2022-06-04,P5,4200,2,8400,13
1367,TR41318,204,2022-06-04,P9,10000,6,60000,5
1368,TR41889,189,2022-06-04,P2,3200,6,19200,6
1369,TR54156,226,2022-06-04,P9,10000,3,30000,11
1370,TR89889,397,2022-06-04,P3,7500,4,30000,12
1371,TR13466,10,2022-07-04,P10,15000,5,75000,2
1372,TR13708,39,2022-07-04,P10,15000,2,30000,12
1373,TR16030,138,2022-07-04,P3,7500,3,22500,7
1374,TR32530,304,2022-07-04,P6,18000,1,18000,4
1375,TR38619,336,2022-07-04,P10,15000,2,30000,9
1376,TR55364,319,2022-07-04,P9,10000,4,40000,4
1377,TR5922,241,2022-07-04,P2,3200,6,19200,11
1378,TR7344,79,2022-07-04,P9,10000,3,30000,8
1379,TR88564,326,2022-07-04,P10,15000,5,75000,2
1380,TR88894,424,2022-07-04,P2,3200,7,22400,8
1381,TR89192,359,2022-07-04,P5,4200,3,12600,13
1382,TR8933,316,2022-07-04,P5,4200,3,12600,5
1383,TR91011,350,2022-07-04,P9,10000,2,20000,5
1384,TR97409,241,2022-07-04,P1,8800,2,17600,4
1385,TR23189,16,2022-08-04,P7,9400,5,47000,5
1386,TR25238,276,2022-08-04,P3,7500,2,15000,1
1387,TR65271,390,2022-08-04,P4,12000,1,12000,6
1388,TR67850,81,2022-08-04,P3,7500,1,7500,9
1389,TR68293,363,2022-08-04,P5,4200,3,12600,7
1390,TR7042,43,2022-08-04,P7,9400,5,47000,5
1391,TR72447,182,2022-08-04,P5,4200,3,12600,10
1392,TR78157,81,2022-08-04,P1,8800,8,70400,1
1393,TR81248,305,2022-08-04,P10,15000,4,60000,9
1394,TR85871,144,2022-08-04,P7,9400,6,56400,1
1395,TR99305,28,2022-08-04,P6,18000,2,36000,5
1396,TR27424,390,2022-09-04,P7,9400,2,18800,12
1397,TR36462,358,2022-09-04,P4,12000,2,24000,12
1398,TR45940,160,2022-09-04,P3,7500,1,7500,13
1399,TR50070,163,2022-09-04,P3,7500,6,45000,7
1400,TR51571,219,2022-09-04,P5,4200,5,21000,12
1401,TR5344,303,2022-09-04,P3,7500,6,45000,9
1402,TR62493,427,2022-09-04,P10,15000,4,60000,6
1403,TR65515,404,2022-09-04,P2,3200,4,12800,2
1404,TR68700,13,2022-09-04,P5,4200,3,12600,14
1405,TR71562,413,2022-09-04,P8,16000,3,48000,4
1406,TR72258,193,2022-09-04,P9,10000,7,70000,9
1407,TR14512,322,2022-10-04,P2,3200,3,9600,7
1408,TR2849,12,2022-10-04,P7,9400,3,28200,10
1409,TR39239,429,2022-10-04,P10,15000,4,60000,7
1410,TR48169,84,2022-10-04,P7,9400,4,37600,3
1411,TR52762,31,2022-10-04,P7,9400,2,18800,4
1412,TR55266,120,2022-10-04,P1,8800,4,35200,1
1413,TR55501,64,2022-10-04,P10,15000,2,30000,1
1414,TR60092,411,2022-10-04,P8,16000,3,48000,3
1415,TR60922,297,2022-10-04,P2,3200,6,19200,12
1416,TR71773,363,2022-10-04,P10,15000,2,30000,2
1417,TR78733,186,2022-10-04,P4,12000,2,24000,7
1418,TR16168,125,2022-11-04,P6,18000,3,54000,5
1419,TR223,193,2022-11-04,P10,15000,5,75000,6
1420,TR27000,326,2022-11-04,P9,10000,3,30000,14
1421,TR3913,7,2022-11-04,P4,12000,3,36000,13
1422,TR45043,254,2022-11-04,P1,8800,2,17600,2
1423,TR53993,374,2022-11-04,P3,7500,2,15000,11
1424,TR68958,352,2022-11-04,P10,15000,1,15000,5
1425,TR74606,102,2022-11-04,P5,4200,4,16800,3
1426,TR74847,286,2022-11-04,P8,16000,1,16000,3
1427,TR74947,423,2022-11-04,P4,12000,2,24000,11
1428,TR85314,211,2022-11-04,P5,4200,4,16800,14
1429,TR95763,427,2022-11-04,P5,4200,5,21000,7
1430,TR96762,110,2022-11-04,P2,3200,4,12800,4
1431,TR11320,12,2022-12-04,P9,10000,3,30000,5
1432,TR13493,332,2022-12-04,P2,3200,7,22400,5
1433,TR15284,431,2022-12-04,P8,16000,1,16000,12
1434,TR15847,253,2022-12-04,P1,8800,6,52800,4
1435,TR26926,428,2022-12-04,P5,4200,5,21000,12
1436,TR30524,87,2022-12-04,P2,3200,7,22400,5
1437,TR30710,271,2022-12-04,P7,9400,6,56400,13
1438,TR35443,312,2022-12-04,P4,12000,3,36000,3
1439,TR39557,131,2022-12-04,P6,18000,4,72000,1
1440,TR43497,140,2022-12-04,P7,9400,3,28200,1
1441,TR45641,359,2022-12-04,P7,9400,6,56400,13
1442,TR45683,74,2022-12-04,P4,12000,4,48000,11
1443,TR55183,296,2022-12-04,P2,3200,6,19200,8
1444,TR64203,326,2022-12-04,P4,12000,2,24000,6
1445,TR66037,401,2022-12-04,P5,4200,3,12600,10
1446,TR69704,322,2022-12-04,P4,12000,4,48000,9
1447,TR75017,322,2022-12-04,P5,4200,3,12600,7
1448,TR9732,306,2022-12-04,P9,10000,3,30000,4
1449,TR13714,125,2022-04-13,P6,18000,1,18000,10
1450,TR20041,169,2022-04-13,P8,16000,2,32000,1
1451,TR22982,145,2022-04-13,P1,8800,6,52800,6
1452,TR24426,26,2022-04-13,P5,4200,5,21000,9
1453,TR32403,307,2022-04-13,P7,9400,4,37600,9
1454,TR32902,165,2022-04-13,P2,3200,7,22400,1
1455,TR41120,381,2022-04-13,P3,7500,4,30000,11
1456,TR52428,146,2022-04-13,P5,4200,4,16800,1
1457,TR7796,357,2022-04-13,P7,9400,4,37600,14
1458,TR84302,37,2022-04-13,P8,16000,3,48000,11
1459,TR89650,86,2022-04-13,P8,16000,3,48000,1
1460,TR91337,48,2022-04-13,P9,10000,6,60000,9
1461,TR97804,142,2022-04-13,P10,15000,2,30000,1
1462,TR1376,331,2022-04-14,P9,10000,6,60000,13
1463,TR37937,45,2022-04-14,P3,7500,1,7500,4
1464,TR40284,127,2022-04-14,P3,7500,4,30000,13
1465,TR42263,89,2022-04-14,P3,7500,2,15000,3
1466,TR48311,315,2022-04-14,P4,12000,4,48000,6
1467,TR70238,23,2022-04-14,P4,12000,2,24000,13
1468,TR77885,82,2022-04-14,P10,15000,5,75000,12
1469,TR78994,303,2022-04-14,P5,4200,2,8400,10
1470,TR83724,88,2022-04-14,P5,4200,4,16800,2
1471,TR86827,327,2022-04-14,P7,9400,5,47000,10
1472,TR92760,295,2022-04-14,P5,4200,5,21000,5
1473,TR24634,124,2022-04-15,P3,7500,2,15000,6
1474,TR30813,228,2022-04-15,P3,7500,5,37500,10
1475,TR34217,73,2022-04-15,P6,18000,4,72000,10
1476,TR38830,74,2022-04-15,P10,15000,3,45000,4
1477,TR48476,105,2022-04-15,P10,15000,2,30000,3
1478,TR59273,399,2022-04-15,P9,10000,3,30000,13
1479,TR89142,267,2022-04-15,P1,8800,5,44000,11
1480,TR93002,324,2022-04-15,P5,4200,4,16800,1
1481,TR17958,384,2022-04-16,P10,15000,5,75000,6
1482,TR223,154,2022-04-16,P9,10000,3,30000,6
1483,TR27254,353,2022-04-16,P9,10000,7,70000,3
1484,TR35193,249,2022-04-16,P9,10000,5,50000,9
1485,TR4070,423,2022-04-16,P1,8800,8,70400,9
1486,TR60400,46,2022-04-16,P5,4200,4,16800,13
1487,TR62440,430,2022-04-16,P3,7500,6,45000,12
1488,TR7883,43,2022-04-16,P3,7500,6,45000,1
1489,TR84845,167,2022-04-16,P9,10000,4,40000,10
1490,TR85806,76,2022-04-16,P8,16000,3,48000,12
1491,TR95986,425,2022-04-16,P10,15000,3,45000,12
1492,TR96924,34,2022-04-16,P7,9400,5,47000,12
1493,TR97114,119,2022-04-16,P10,15000,1,15000,9
1494,TR11510,233,2022-04-17,P10,15000,2,30000,13
1495,TR25259,280,2022-04-17,P4,12000,1,12000,10
1496,TR32800,354,2022-04-17,P6,18000,1,18000,13
1497,TR34544,389,2022-04-17,P5,4200,5,21000,7
1498,TR36123,296,2022-04-17,P5,4200,3,12600,9
1499,TR5075,28,2022-04-17,P2,3200,6,19200,10
1500,TR65917,120,2022-04-17,P7,9400,6,56400,8
1501,TR78331,408,2022-04-17,P1,8800,8,70400,6
1502,TR83136,268,2022-04-17,P8,16000,1,16000,7
1503,TR83303,101,2022-04-17,P2,3200,3,9600,2
1504,TR89342,436,2022-04-17,P9,10000,7,70000,13
1505,TR94512,404,2022-04-17,P2,3200,3,9600,12
1506,TR21074,132,2022-04-18,P1,8800,5,44000,13
1507,TR26247,248,2022-04-18,P4,12000,3,36000,6
1508,TR4050,225,2022-04-18,P6,18000,1,18000,7
1509,TR64090,352,2022-04-18,P3,7500,2,15000,11
1510,TR91977,439,2022-04-18,P5,4200,5,21000,11
1511,TR94076,433,2022-04-18,P10,15000,4,60000,5
1512,TR94382,13,2022-04-18,P5,4200,3,12600,3
1513,TR96225,419,2022-04-18,P3,7500,3,22500,7
1514,TR10854,49,2022-04-19,P8,16000,1,16000,2
1515,TR24761,269,2022-04-19,P3,7500,6,45000,7
1516,TR27960,200,2022-04-19,P5,4200,2,8400,2
1517,TR29707,201,2022-04-19,P1,8800,4,35200,2
1518,TR30162,284,2022-04-19,P6,18000,3,54000,6
1519,TR30585,300,2022-04-19,P5,4200,3,12600,8
1520,TR30706,204,2022-04-19,P1,8800,4,35200,2
1521,TR3948,62,2022-04-19,P3,7500,1,7500,2
1522,TR5623,48,2022-04-19,P5,4200,4,16800,11
1523,TR56450,194,2022-04-19,P9,10000,3,30000,7
1524,TR81438,224,2022-04-19,P8,16000,3,48000,9
1525,TR92519,405,2022-04-19,P5,4200,4,16800,4
1526,TR95780,7,2022-04-19,P2,3200,7,22400,13
1527,TR98303,443,2022-04-19,P3,7500,1,7500,5
1528,TR9944,249,2022-04-19,P1,8800,9,79200,3
1529,TR22734,228,2022-04-20,P6,18000,4,72000,11
1530,TR39369,437,2022-04-20,P2,3200,4,12800,7
1531,TR51352,440,2022-04-20,P8,16000,2,32000,12
1532,TR56306,237,2022-04-20,P3,7500,4,30000,13
1533,TR56568,136,2022-04-20,P4,12000,2,24000,12
1534,TR63844,301,2022-04-20,P1,8800,2,17600,7
1535,TR68783,321,2022-04-20,P2,3200,7,22400,10
1536,TR69041,82,2022-04-20,P9,10000,2,20000,11
1537,TR77308,347,2022-04-20,P5,4200,4,16800,11
1538,TR77884,334,2022-04-20,P2,3200,7,22400,13
1539,TR7993,347,2022-04-20,P8,16000,1,16000,1
1540,TR8256,29,2022-04-20,P10,15000,4,60000,4
1541,TR90873,412,2022-04-20,P2,3200,6,19200,12
1542,TR14608,426,2022-04-21,P6,18000,1,18000,2
1543,TR36274,260,2022-04-21,P10,15000,4,60000,2
1544,TR38554,6,2022-04-21,P1,8800,5,44000,7
1545,TR42571,225,2022-04-21,P8,16000,1,16000,13
1546,TR49669,87,2022-04-21,P5,4200,3,12600,6
1547,TR52968,446,2022-04-21,P7,9400,6,56400,1
1548,TR53529,363,2022-04-21,P5,4200,3,12600,3
1549,TR6401,297,2022-04-21,P9,10000,1,10000,7
1550,TR78083,98,2022-04-21,P10,15000,5,75000,1
1551,TR78949,248,2022-04-21,P9,10000,1,10000,7
1552,TR79594,43,2022-04-21,P7,9400,6,56400,2
1553,TR80303,229,2022-04-21,P5,4200,3,12600,11
1554,TR81147,287,2022-04-21,P8,16000,3,48000,8
1555,TR83776,374,2022-04-21,P5,4200,4,16800,6
1556,TR9458,331,2022-04-21,P7,9400,2,18800,12
1557,TR16546,127,2022-04-22,P4,12000,2,24000,2
1558,TR16758,166,2022-04-22,P9,10000,7,70000,13
1559,TR2727,206,2022-04-22,P8,16000,3,48000,10
1560,TR28093,391,2022-04-22,P1,8800,10,88000,9
1561,TR31909,365,2022-04-22,P4,12000,1,12000,1
1562,TR4358,266,2022-04-22,P3,7500,2,15000,8
1563,TR48614,399,2022-04-22,P9,10000,4,40000,13
1564,TR523,18,2022-04-22,P8,16000,2,32000,2
1565,TR54161,11,2022-04-22,P10,15000,4,60000,6
1566,TR80135,97,2022-04-22,P7,9400,4,37600,8
1567,TR84914,386,2022-04-22,P1,8800,7,61600,4
1568,TR86142,417,2022-04-22,P5,4200,3,12600,5
1569,TR88227,215,2022-04-22,P5,4200,3,12600,12
1570,TR11002,147,2022-04-23,P9,10000,6,60000,11
